Date,Public Health Unit,Cases by episode date,7 day rolling average: Cases by episode date,Cases rate by episode date,Cases by reported date,7 day rolling average: Cases by reported date,Cases rate by reported date,Hospitalizations by episode date,Hospitalizations rate by episode date,Hospitalizations by reported date,Hospalizations rate by reported date,Deaths,Deaths rate
"February 27, 2022",Durham Region Health Department ,66,78,9.3,72,78,10.1,1,0.1,1,0.1,2,0.3
"February 28, 2022",Durham Region Health Department ,79,77,11.1,66,80,9.3,1,0.1,3,0.4,0,0
"March 1, 2022",Durham Region Health Department ,79,77,11.1,88,81,12.4,1,0.1,1,0.1,0,0
"March 2, 2022",Durham Region Health Department ,60,75,8.4,111,85,15.6,0,0,1,0.1,1,0.1
"March 3, 2022",Durham Region Health Department ,51,70,7.2,40,83,5.6,0,0,1,0.1,0,0
"March 4, 2022",Durham Region Health Department ,63,66,8.9,53,79,7.4,2,0.3,1,0.1,0,0
"March 5, 2022",Durham Region Health Department ,59,66,8.3,75,72,10.5,0,0,1,0.1,0,0
"March 6, 2022",Durham Region Health Department ,61,65,8.6,24,72,3.4,0,0,0,0,0,0
"March 7, 2022",Durham Region Health Department ,89,65,12.5,50,65,7,1,0.1,1,0.1,0,0
"March 8, 2022",Durham Region Health Department ,81,66,11.4,102,63,14.3,3,0.4,2,0.3,0,0
"March 9, 2022",Durham Region Health Department ,57,66,8,75,65,10.5,1,0.1,2,0.3,1,0.1
"March 10, 2022",Durham Region Health Department ,54,66,7.6,74,60,10.4,1,0.1,1,0.1,1,0.1
"March 11, 2022",Durham Region Health Department ,62,66,8.7,74,65,10.4,1,0.1,2,0.3,1,0.1
"March 12, 2022",Durham Region Health Department ,66,66,9.3,62,68,8.7,0,0,0,0,0,0
"March 13, 2022",Durham Region Health Department ,74,67,10.4,31,66,4.4,2,0.3,1,0.1,0,0
"March 14, 2022",Durham Region Health Department ,86,69,12.1,63,67,8.9,0,0,1,0.1,1,0.1
"March 15, 2022",Durham Region Health Department ,61,69,8.6,76,69,10.7,2,0.3,1,0.1,0,0
"March 16, 2022",Durham Region Health Department ,65,66,9.1,74,65,10.4,1,0.1,0,0,0,0
"March 17, 2022",Durham Region Health Department ,56,67,7.9,93,65,13.1,1,0.1,1,0.1,0,0
"March 18, 2022",Durham Region Health Department ,79,67,11.1,73,68,10.3,1,0.1,1,0.1,1,0.1
"March 19, 2022",Durham Region Health Department ,70,70,9.8,58,67,8.2,1,0.1,1,0.1,0,0
"March 20, 2022",Durham Region Health Department ,92,70,12.9,39,67,5.5,0,0,2,0.3,0,0
"March 21, 2022",Durham Region Health Department ,94,73,13.2,60,68,8.4,0,0,0,0,0,0
"March 22, 2022",Durham Region Health Department ,94,74,13.2,103,68,14.5,2,0.3,0,0,0,0
"March 23, 2022",Durham Region Health Department ,90,79,12.7,99,71,13.9,2,0.3,1,0.1,0,0
"March 24, 2022",Durham Region Health Department ,88,82,12.4,121,75,17,3,0.4,0,0,0,0
"March 25, 2022",Durham Region Health Department ,94,87,13.2,76,79,10.7,0,0,2,0.3,0,0
"March 26, 2022",Durham Region Health Department ,82,89,11.5,61,79,8.6,3,0.4,3,0.4,0,0
"March 27, 2022",Durham Region Health Department ,113,91,15.9,113,80,15.9,3,0.4,3,0.4,0,0
"March 28, 2022",Durham Region Health Department ,171,94,24,60,90,8.4,2,0.3,3,0.4,0,0
"March 29, 2022",Durham Region Health Department ,157,105,22.1,174,90,24.5,3,0.4,1,0.1,0,0
"March 30, 2022",Durham Region Health Department ,125,114,17.6,154,101,21.6,3,0.4,4,0.6,0,0
"March 31, 2022",Durham Region Health Department ,112,119,15.7,115,108,16.2,3,0.4,3,0.4,0,0
"April 1, 2022",Durham Region Health Department ,118,122,16.6,152,108,21.4,3,0.4,2,0.3,0,0
"April 2, 2022",Durham Region Health Department ,118,125,16.6,111,118,15.6,4,0.6,1,0.1,0,0
"April 3, 2022",Durham Region Health Department ,104,131,14.6,73,126,10.3,0,0,4,0.6,1,0.1
"April 4, 2022",Durham Region Health Department ,105,129,14.8,104,120,14.6,3,0.4,4,0.6,0,0
"April 5, 2022",Durham Region Health Department ,71,120,10,238,126,33.5,0,0,1,0.1,0,0
"April 6, 2022",Durham Region Health Department ,57,108,8,140,135,19.7,1,0.1,4,0.6,0,0
"April 7, 2022",Durham Region Health Department ,4,98,0.6,120,133,16.9,0,0,0,0,0,0
"January 15, 2020",Eastern Ontario Health Unit,0,-,0,0,-,0,0,0,0,0,0,0
"January 16, 2020",Eastern Ontario Health Unit,1,-,0.5,0,-,0,0,0,0,0,0,0
"January 17, 2020",Eastern Ontario Health Unit,0,-,0,0,-,0,0,0,0,0,0,0
"January 18, 2020",Eastern Ontario Health Unit,0,-,0,0,-,0,0,0,0,0,0,0
"January 19, 2020",Eastern Ontario Health Unit,0,-,0,0,-,0,0,0,0,0,0,0
"January 20, 2020",Eastern Ontario Health Unit,0,-,0,0,-,0,0,0,0,0,0,0
"January 21, 2020",Eastern Ontario Health Unit,0,-,0,0,-,0,0,0,0,0,0,0
"January 22, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"January 23, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"January 24, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"January 25, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"January 26, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"January 27, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"January 28, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"January 29, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"January 30, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"January 31, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"February 1, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"February 2, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"February 3, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"February 4, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"February 5, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"February 6, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"February 7, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"February 8, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"February 9, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"February 10, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"February 11, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"February 12, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"February 13, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"February 14, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"February 15, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"February 16, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"February 17, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"February 18, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"February 19, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"February 20, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"February 21, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"February 22, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"February 23, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"February 24, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"February 25, 2020",Eastern Ontario Health Unit,1,0,0.5,0,0,0,0,0,0,0,0,0
"February 26, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"February 27, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"February 28, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"February 29, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"March 1, 2020",Eastern Ontario Health Unit,1,0,0.5,0,0,0,1,0.5,0,0,0,0
"March 2, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"March 3, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"March 4, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"March 5, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"March 6, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"March 7, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"March 8, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"March 9, 2020",Eastern Ontario Health Unit,2,0,0.9,0,0,0,0,0,0,0,0,0
"March 10, 2020",Eastern Ontario Health Unit,1,0,0.5,0,0,0,0,0,0,0,0,0
"March 11, 2020",Eastern Ontario Health Unit,1,0,0.5,0,0,0,0,0,0,0,0,0
"March 12, 2020",Eastern Ontario Health Unit,0,1,0,1,0,0.5,0,0,0,0,0,0
"March 13, 2020",Eastern Ontario Health Unit,1,1,0.5,0,0,0,0,0,0,0,0,0
"March 14, 2020",Eastern Ontario Health Unit,1,1,0.5,0,0,0,0,0,0,0,0,0
"March 15, 2020",Eastern Ontario Health Unit,2,1,0.9,1,0,0.5,1,0.5,0,0,0,0
"March 16, 2020",Eastern Ontario Health Unit,8,1,3.7,0,0,0,2,0.9,0,0,0,0
"March 17, 2020",Eastern Ontario Health Unit,5,2,2.3,2,0,0.9,0,0,0,0,0,0
"March 18, 2020",Eastern Ontario Health Unit,1,3,0.5,0,1,0,0,0,0,0,0,0
"March 19, 2020",Eastern Ontario Health Unit,3,3,1.4,0,1,0,1,0.5,0,0,0,0
"March 20, 2020",Eastern Ontario Health Unit,3,3,1.4,1,0,0.5,1,0.5,0,0,0,0
"March 21, 2020",Eastern Ontario Health Unit,1,3,0.5,1,1,0.5,0,0,0,0,0,0
"March 22, 2020",Eastern Ontario Health Unit,0,3,0,0,1,0,0,0,0,0,0,0
"March 23, 2020",Eastern Ontario Health Unit,7,3,3.2,0,1,0,0,0,0,0,0,0
"March 24, 2020",Eastern Ontario Health Unit,0,3,0,0,1,0,0,0,0,0,0,0
"March 25, 2020",Eastern Ontario Health Unit,0,2,0,0,0,0,0,0,0,0,0,0
"March 26, 2020",Eastern Ontario Health Unit,6,2,2.8,0,0,0,2,0.9,0,0,0,0
"March 27, 2020",Eastern Ontario Health Unit,1,2,0.5,5,0,2.3,0,0,1,0.5,0,0
"March 28, 2020",Eastern Ontario Health Unit,3,2,1.4,0,1,0,1,0.5,0,0,0,0
"March 29, 2020",Eastern Ontario Health Unit,5,2,2.3,1,1,0.5,0,0,0,0,0,0
"March 30, 2020",Eastern Ontario Health Unit,3,3,1.4,2,1,0.9,0,0,0,0,0,0
"March 31, 2020",Eastern Ontario Health Unit,1,3,0.5,9,1,4.2,0,0,2,0.9,0,0
"April 1, 2020",Eastern Ontario Health Unit,4,3,1.9,3,2,1.4,0,0,0,0,0,0
"April 2, 2020",Eastern Ontario Health Unit,0,3,0,7,3,3.2,0,0,2,0.9,0,0
"April 3, 2020",Eastern Ontario Health Unit,2,2,0.9,3,4,1.4,0,0,0,0,0,0
"April 4, 2020",Eastern Ontario Health Unit,1,3,0.5,6,4,2.8,1,0.5,1,0.5,0,0
"April 5, 2020",Eastern Ontario Health Unit,0,2,0,3,4,1.4,0,0,1,0.5,0,0
"April 6, 2020",Eastern Ontario Health Unit,1,2,0.5,2,5,0.9,0,0,1,0.5,0,0
"April 7, 2020",Eastern Ontario Health Unit,1,1,0.5,6,5,2.8,0,0,1,0.5,0,0
"April 8, 2020",Eastern Ontario Health Unit,1,1,0.5,0,4,0,0,0,0,0,0,0
"April 9, 2020",Eastern Ontario Health Unit,2,1,0.9,3,4,1.4,1,0.5,1,0.5,0,0
"April 10, 2020",Eastern Ontario Health Unit,1,1,0.5,3,3,1.4,0,0,1,0.5,0,0
"April 11, 2020",Eastern Ontario Health Unit,3,1,1.4,0,3,0,0,0,0,0,0,0
"April 12, 2020",Eastern Ontario Health Unit,0,1,0,2,2,0.9,0,0,0,0,0,0
"April 13, 2020",Eastern Ontario Health Unit,1,1,0.5,1,2,0.5,0,0,0,0,0,0
"April 14, 2020",Eastern Ontario Health Unit,0,1,0,2,2,0.9,0,0,0,0,0,0
"April 15, 2020",Eastern Ontario Health Unit,2,1,0.9,2,2,0.9,0,0,0,0,0,0
"April 16, 2020",Eastern Ontario Health Unit,2,1,0.9,1,2,0.5,0,0,0,0,0,0
"April 17, 2020",Eastern Ontario Health Unit,2,1,0.9,1,2,0.5,0,0,0,0,0,0
"April 18, 2020",Eastern Ontario Health Unit,3,1,1.4,2,1,0.9,0,0,0,0,0,0
"April 19, 2020",Eastern Ontario Health Unit,2,1,0.9,1,2,0.5,0,0,0,0,0,0
"April 20, 2020",Eastern Ontario Health Unit,1,2,0.5,0,1,0,0,0,0,0,0,0
"April 21, 2020",Eastern Ontario Health Unit,1,2,0.5,0,1,0,0,0,0,0,0,0
"April 22, 2020",Eastern Ontario Health Unit,3,2,1.4,8,1,3.7,0,0,0,0,0,0
"April 23, 2020",Eastern Ontario Health Unit,4,2,1.9,11,2,5.1,0,0,0,0,0,0
"April 24, 2020",Eastern Ontario Health Unit,2,2,0.9,1,3,0.5,0,0,0,0,0,0
"April 25, 2020",Eastern Ontario Health Unit,1,2,0.5,1,3,0.5,0,0,0,0,0,0
"April 26, 2020",Eastern Ontario Health Unit,0,2,0,0,3,0,0,0,0,0,0,0
"April 27, 2020",Eastern Ontario Health Unit,2,2,0.9,2,3,0.9,0,0,0,0,0,0
"April 28, 2020",Eastern Ontario Health Unit,1,2,0.5,0,3,0,0,0,0,0,0,0
"April 29, 2020",Eastern Ontario Health Unit,5,2,2.3,0,3,0,0,0,0,0,0,0
"April 30, 2020",Eastern Ontario Health Unit,1,2,0.5,1,2,0.5,0,0,0,0,0,0
"May 1, 2020",Eastern Ontario Health Unit,5,2,2.3,2,1,0.9,0,0,0,0,0,0
"May 2, 2020",Eastern Ontario Health Unit,3,2,1.4,4,1,1.9,0,0,0,0,0,0
"May 3, 2020",Eastern Ontario Health Unit,17,2,7.9,4,1,1.9,0,0,0,0,2,0.9
"May 4, 2020",Eastern Ontario Health Unit,2,5,0.9,4,2,1.9,0,0,0,0,0,0
"May 5, 2020",Eastern Ontario Health Unit,3,5,1.4,6,2,2.8,0,0,0,0,1,0.5
"May 6, 2020",Eastern Ontario Health Unit,1,5,0.5,0,3,0,0,0,0,0,1,0.5
"May 7, 2020",Eastern Ontario Health Unit,0,5,0,17,3,7.9,0,0,0,0,2,0.9
"May 8, 2020",Eastern Ontario Health Unit,0,4,0,0,5,0,0,0,0,0,0,0
"May 9, 2020",Eastern Ontario Health Unit,1,4,0.5,0,5,0,0,0,0,0,1,0.5
"May 10, 2020",Eastern Ontario Health Unit,0,3,0,1,4,0.5,0,0,0,0,0,0
"May 11, 2020",Eastern Ontario Health Unit,0,1,0,1,4,0.5,0,0,0,0,2,0.9
"May 12, 2020",Eastern Ontario Health Unit,1,1,0.5,0,4,0,0,0,0,0,0,0
"May 13, 2020",Eastern Ontario Health Unit,2,0,0.9,0,3,0,0,0,0,0,1,0.5
"May 14, 2020",Eastern Ontario Health Unit,4,1,1.9,2,3,0.9,1,0.5,0,0,0,0
"May 15, 2020",Eastern Ontario Health Unit,0,1,0,2,1,0.9,0,0,0,0,0,0
"May 16, 2020",Eastern Ontario Health Unit,1,1,0.5,4,1,1.9,1,0.5,0,0,0,0
"May 17, 2020",Eastern Ontario Health Unit,0,1,0,0,1,0,0,0,0,0,0,0
"May 18, 2020",Eastern Ontario Health Unit,0,1,0,1,1,0.5,0,0,1,0.5,0,0
"May 19, 2020",Eastern Ontario Health Unit,0,1,0,0,1,0,0,0,0,0,0,0
"May 20, 2020",Eastern Ontario Health Unit,0,1,0,1,1,0.5,0,0,0,0,1,0.5
"May 21, 2020",Eastern Ontario Health Unit,0,1,0,0,1,0,0,0,0,0,0,0
"May 22, 2020",Eastern Ontario Health Unit,0,0,0,1,1,0.5,0,0,0,0,0,0
"May 23, 2020",Eastern Ontario Health Unit,2,0,0.9,1,1,0.5,0,0,1,0.5,0,0
"May 24, 2020",Eastern Ontario Health Unit,0,0,0,0,1,0,0,0,0,0,0,0
"May 25, 2020",Eastern Ontario Health Unit,1,0,0.5,0,1,0,0,0,0,0,0,0
"May 26, 2020",Eastern Ontario Health Unit,0,0,0,2,0,0.9,0,0,0,0,0,0
"May 27, 2020",Eastern Ontario Health Unit,1,0,0.5,2,1,0.9,0,0,0,0,0,0
"May 28, 2020",Eastern Ontario Health Unit,0,1,0,0,1,0,0,0,0,0,0,0
"May 29, 2020",Eastern Ontario Health Unit,0,1,0,0,1,0,0,0,0,0,0,0
"May 30, 2020",Eastern Ontario Health Unit,0,1,0,0,1,0,0,0,0,0,0,0
"May 31, 2020",Eastern Ontario Health Unit,0,0,0,0,1,0,0,0,0,0,0,0
"June 1, 2020",Eastern Ontario Health Unit,0,0,0,0,1,0,0,0,0,0,0,0
"June 2, 2020",Eastern Ontario Health Unit,0,0,0,0,1,0,0,0,0,0,0,0
"June 3, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"June 4, 2020",Eastern Ontario Health Unit,1,0,0.5,1,0,0.5,0,0,0,0,0,0
"June 5, 2020",Eastern Ontario Health Unit,2,0,0.9,0,0,0,0,0,0,0,0,0
"June 6, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"June 7, 2020",Eastern Ontario Health Unit,1,0,0.5,1,0,0.5,0,0,0,0,0,0
"June 8, 2020",Eastern Ontario Health Unit,1,1,0.5,0,0,0,0,0,0,0,0,0
"June 9, 2020",Eastern Ontario Health Unit,0,1,0,0,0,0,0,0,0,0,0,0
"June 10, 2020",Eastern Ontario Health Unit,1,1,0.5,1,0,0.5,0,0,0,0,0,0
"June 11, 2020",Eastern Ontario Health Unit,1,1,0.5,2,0,0.9,0,0,0,0,0,0
"June 12, 2020",Eastern Ontario Health Unit,2,1,0.9,4,1,1.9,0,0,0,0,0,0
"June 13, 2020",Eastern Ontario Health Unit,1,1,0.5,0,1,0,0,0,0,0,0,0
"June 14, 2020",Eastern Ontario Health Unit,1,1,0.5,0,1,0,0,0,0,0,0,0
"June 15, 2020",Eastern Ontario Health Unit,0,1,0,0,1,0,0,0,0,0,0,0
"June 16, 2020",Eastern Ontario Health Unit,1,1,0.5,2,1,0.9,0,0,0,0,0,0
"June 17, 2020",Eastern Ontario Health Unit,0,1,0,2,1,0.9,0,0,0,0,0,0
"June 18, 2020",Eastern Ontario Health Unit,2,1,0.9,0,1,0,0,0,0,0,0,0
"June 19, 2020",Eastern Ontario Health Unit,0,1,0,0,1,0,0,0,0,0,0,0
"June 20, 2020",Eastern Ontario Health Unit,0,1,0,1,1,0.5,0,0,0,0,0,0
"June 21, 2020",Eastern Ontario Health Unit,0,1,0,0,1,0,0,0,0,0,0,0
"June 22, 2020",Eastern Ontario Health Unit,0,0,0,0,1,0,0,0,0,0,0,0
"June 23, 2020",Eastern Ontario Health Unit,0,0,0,0,1,0,0,0,0,0,0,0
"June 24, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"June 25, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"June 26, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"June 27, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"June 28, 2020",Eastern Ontario Health Unit,1,0,0.5,0,0,0,0,0,0,0,0,0
"June 29, 2020",Eastern Ontario Health Unit,1,0,0.5,0,0,0,0,0,0,0,0,0
"June 30, 2020",Eastern Ontario Health Unit,1,0,0.5,0,0,0,0,0,0,0,0,0
"July 1, 2020",Eastern Ontario Health Unit,0,0,0,1,0,0.5,0,0,0,0,0,0
"July 2, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"July 3, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"July 4, 2020",Eastern Ontario Health Unit,0,0,0,1,0,0.5,0,0,0,0,0,0
"July 5, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"July 6, 2020",Eastern Ontario Health Unit,1,0,0.5,0,0,0,0,0,0,0,0,0
"July 7, 2020",Eastern Ontario Health Unit,0,0,0,1,0,0.5,0,0,0,0,0,0
"July 8, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"July 9, 2020",Eastern Ontario Health Unit,1,0,0.5,0,0,0,0,0,0,0,0,0
"July 10, 2020",Eastern Ontario Health Unit,1,0,0.5,0,0,0,0,0,0,0,0,0
"July 11, 2020",Eastern Ontario Health Unit,1,0,0.5,1,0,0.5,0,0,0,0,0,0
"July 12, 2020",Eastern Ontario Health Unit,0,1,0,0,0,0,0,0,0,0,0,0
"July 13, 2020",Eastern Ontario Health Unit,1,1,0.5,0,0,0,0,0,0,0,0,0
"July 14, 2020",Eastern Ontario Health Unit,1,1,0.5,0,0,0,0,0,0,0,0,0
"July 15, 2020",Eastern Ontario Health Unit,2,1,0.9,2,0,0.9,0,0,0,0,0,0
"July 16, 2020",Eastern Ontario Health Unit,0,1,0,1,0,0.5,0,0,0,0,0,0
"July 17, 2020",Eastern Ontario Health Unit,0,1,0,1,1,0.5,0,0,0,0,0,0
"July 18, 2020",Eastern Ontario Health Unit,0,1,0,0,1,0,0,0,0,0,0,0
"July 19, 2020",Eastern Ontario Health Unit,0,1,0,0,1,0,0,0,0,0,0,0
"July 20, 2020",Eastern Ontario Health Unit,0,1,0,1,1,0.5,0,0,0,0,0,0
"July 21, 2020",Eastern Ontario Health Unit,1,0,0.5,1,1,0.5,0,0,0,0,0,0
"July 22, 2020",Eastern Ontario Health Unit,1,0,0.5,0,1,0,0,0,0,0,0,0
"July 23, 2020",Eastern Ontario Health Unit,1,0,0.5,1,1,0.5,0,0,0,0,0,0
"July 24, 2020",Eastern Ontario Health Unit,0,0,0,0,1,0,0,0,0,0,0,0
"July 25, 2020",Eastern Ontario Health Unit,1,0,0.5,0,0,0,0,0,0,0,0,0
"July 26, 2020",Eastern Ontario Health Unit,1,1,0.5,1,0,0.5,0,0,0,0,0,0
"July 27, 2020",Eastern Ontario Health Unit,1,1,0.5,0,1,0,0,0,0,0,0,0
"July 28, 2020",Eastern Ontario Health Unit,0,1,0,1,0,0.5,0,0,0,0,0,0
"July 29, 2020",Eastern Ontario Health Unit,0,1,0,2,0,0.9,0,0,0,0,0,0
"July 30, 2020",Eastern Ontario Health Unit,0,1,0,1,1,0.5,0,0,0,0,0,0
"July 31, 2020",Eastern Ontario Health Unit,0,0,0,0,1,0,0,0,0,0,0,0
"August 1, 2020",Eastern Ontario Health Unit,0,0,0,0,1,0,0,0,0,0,0,0
"August 2, 2020",Eastern Ontario Health Unit,0,0,0,0,1,0,0,0,0,0,0,0
"August 3, 2020",Eastern Ontario Health Unit,0,0,0,0,1,0,0,0,0,0,0,0
"August 4, 2020",Eastern Ontario Health Unit,0,0,0,0,1,0,0,0,0,0,0,0
"August 5, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"August 6, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"August 7, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"August 8, 2020",Eastern Ontario Health Unit,1,0,0.5,0,0,0,0,0,0,0,0,0
"August 9, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"August 10, 2020",Eastern Ontario Health Unit,1,0,0.5,0,0,0,0,0,0,0,0,0
"August 11, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"August 12, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"August 13, 2020",Eastern Ontario Health Unit,1,0,0.5,1,0,0.5,0,0,0,0,0,0
"August 14, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"August 15, 2020",Eastern Ontario Health Unit,0,0,0,0,0,0,0,0,0,0,0,0
"August 16, 2020",Eastern Ontario Health Unit,1,0,0.5,0,0,0,0,0,0,0,0,0
"August 17, 2020",Eastern Ontario Health Unit,4,0,1.9,1,0,0.5,0,0,0,0,0,0
"August 18, 2020",Eastern Ontario Health Unit,2,1,0.9,0,0,0,0,0,0,0,0,0
"August 19, 2020",Eastern Ontario Health Unit,3,1,1.4,2,0,0.9,0,0,0,0,0,0
"August 20, 2020",Eastern Ontario Health Unit,0,2,0,0,1,0,0,0,0,0,0,0
"August 21, 2020",Eastern Ontario Health Unit,0,1,0,3,0,1.4,0,0,0,0,0,0
"August 22, 2020",Eastern Ontario Health Unit,0,1,0,1,1,0.5,0,0,0,0,0,0
"August 23, 2020",Eastern Ontario Health Unit,1,1,0.5,1,1,0.5,0,0,0,0,0,0
"August 24, 2020",Eastern Ontario Health Unit,2,1,0.9,1,1,0.5,1,0.5,0,0,0,0
"August 25, 2020",Eastern Ontario Health Unit,0,1,0,2,1,0.9,0,0,0,0,0,0
"August 26, 2020",Eastern Ontario Health Unit,2,1,0.9,1,1,0.5,0,0,0,0,0,0
"August 27, 2020",Eastern Ontario Health Unit,1,1,0.5,3,1,1.4,0,0,1,0.5,0,0
"August 28, 2020",Eastern Ontario Health Unit,0,1,0,1,2,0.5,0,0,0,0,0,0
"August 29, 2020",Eastern Ontario Health Unit,2,1,0.9,1,1,0.5,0,0,0,0,0,0
"August 30, 2020",Eastern Ontario Health Unit,0,1,0,0,1,0,0,0,0,0,0,0
"August 31, 2020",Eastern Ontario Health Unit,0,1,0,0,1,0,0,0,0,0,0,0
"September 1, 2020",Eastern Ontario Health Unit,3,1,1.4,0,1,0,0,0,0,0,0,0
"September 2, 2020",Eastern Ontario Health Unit,1,1,0.5,0,1,0,0,0,0,0,0,0
"September 3, 2020",Eastern Ontario Health Unit,1,1,0.5,4,1,1.9,0,0,0,0,0,0
"September 4, 2020",Eastern Ontario Health Unit,2,1,0.9,1,1,0.5,0,0,0,0,0,0
"September 5, 2020",Eastern Ontario Health Unit,3,1,1.4,0,1,0,0,0,0,0,0,0
"September 6, 2020",Eastern Ontario Health Unit,2,1,0.9,2,1,0.9,0,0,0,0,0,0
"September 7, 2020",Eastern Ontario Health Unit,1,2,0.5,1,1,0.5,0,0,0,0,0,0
"September 8, 2020",Eastern Ontario Health Unit,3,2,1.4,0,1,0,0,0,0,0,0,0
"September 9, 2020",Eastern Ontario Health Unit,4,2,1.9,2,1,0.9,0,0,0,0,0,0
"September 10, 2020",Eastern Ontario Health Unit,5,2,2.3,0,1,0,0,0,0,0,0,0
"September 11, 2020",Eastern Ontario Health Unit,0,3,0,3,1,1.4,0,0,0,0,0,0
