"REF_DATE","GEO","DGUID","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018","Newfoundland and Labrador","2016A000210","Both sexes","75 to 79 years","Persons","249","units","0","v467256","2.1.87","18275","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Both sexes","75 to 79 years","Persons","249","units","0","v467256","2.1.87","19387","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Both sexes","75 to 79 years","Persons","249","units","0","v467256","2.1.87","20480","","","","0"
"2021","Newfoundland and Labrador","2016A000210","Both sexes","75 to 79 years","Persons","249","units","0","v467256","2.1.87","22491","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Both sexes","80 to 84 years","Persons","249","units","0","v467259","2.1.88","9873","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Both sexes","80 to 84 years","Persons","249","units","0","v467259","2.1.88","10035","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Both sexes","80 to 84 years","Persons","249","units","0","v467259","2.1.88","10162","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Both sexes","80 to 84 years","Persons","249","units","0","v467259","2.1.88","10405","","","","0"
"2014","Newfoundland and Labrador","2016A000210","Both sexes","80 to 84 years","Persons","249","units","0","v467259","2.1.88","10645","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Both sexes","80 to 84 years","Persons","249","units","0","v467259","2.1.88","10676","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Both sexes","80 to 84 years","Persons","249","units","0","v467259","2.1.88","10899","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Both sexes","80 to 84 years","Persons","249","units","0","v467259","2.1.88","11263","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Both sexes","80 to 84 years","Persons","249","units","0","v467259","2.1.88","11667","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Both sexes","80 to 84 years","Persons","249","units","0","v467259","2.1.88","12087","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Both sexes","80 to 84 years","Persons","249","units","0","v467259","2.1.88","12598","","","","0"
"2021","Newfoundland and Labrador","2016A000210","Both sexes","80 to 84 years","Persons","249","units","0","v467259","2.1.88","13040","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Both sexes","85 to 89 years","Persons","249","units","0","v467262","2.1.89","5533","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Both sexes","85 to 89 years","Persons","249","units","0","v467262","2.1.89","5675","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Both sexes","85 to 89 years","Persons","249","units","0","v467262","2.1.89","5752","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Both sexes","85 to 89 years","Persons","249","units","0","v467262","2.1.89","5821","","","","0"
"2014","Newfoundland and Labrador","2016A000210","Both sexes","85 to 89 years","Persons","249","units","0","v467262","2.1.89","5944","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Both sexes","85 to 89 years","Persons","249","units","0","v467262","2.1.89","6015","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Both sexes","85 to 89 years","Persons","249","units","0","v467262","2.1.89","6089","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Both sexes","85 to 89 years","Persons","249","units","0","v467262","2.1.89","6224","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Both sexes","85 to 89 years","Persons","249","units","0","v467262","2.1.89","6383","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Both sexes","85 to 89 years","Persons","249","units","0","v467262","2.1.89","6571","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Both sexes","85 to 89 years","Persons","249","units","0","v467262","2.1.89","6652","","","","0"
"2021","Newfoundland and Labrador","2016A000210","Both sexes","85 to 89 years","Persons","249","units","0","v467262","2.1.89","6812","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Both sexes","90 to 94 years","Persons","249","units","0","v31226563","2.1.126","2267","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Both sexes","90 to 94 years","Persons","249","units","0","v31226563","2.1.126","2410","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Both sexes","90 to 94 years","Persons","249","units","0","v31226563","2.1.126","2497","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Both sexes","90 to 94 years","Persons","249","units","0","v31226563","2.1.126","2488","","","","0"
"2014","Newfoundland and Labrador","2016A000210","Both sexes","90 to 94 years","Persons","249","units","0","v31226563","2.1.126","2478","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Both sexes","90 to 94 years","Persons","249","units","0","v31226563","2.1.126","2459","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Both sexes","90 to 94 years","Persons","249","units","0","v31226563","2.1.126","2603","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Both sexes","90 to 94 years","Persons","249","units","0","v31226563","2.1.126","2549","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Both sexes","90 to 94 years","Persons","249","units","0","v31226563","2.1.126","2605","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Both sexes","90 to 94 years","Persons","249","units","0","v31226563","2.1.126","2677","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Both sexes","90 to 94 years","Persons","249","units","0","v31226563","2.1.126","2755","","","","0"
"2021","Newfoundland and Labrador","2016A000210","Both sexes","90 to 94 years","Persons","249","units","0","v31226563","2.1.126","2815","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Both sexes","95 to 99 years","Persons","249","units","0","v31226569","2.1.132","495","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Both sexes","95 to 99 years","Persons","249","units","0","v31226569","2.1.132","546","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Both sexes","95 to 99 years","Persons","249","units","0","v31226569","2.1.132","556","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Both sexes","95 to 99 years","Persons","249","units","0","v31226569","2.1.132","575","","","","0"
"2014","Newfoundland and Labrador","2016A000210","Both sexes","95 to 99 years","Persons","249","units","0","v31226569","2.1.132","618","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Both sexes","95 to 99 years","Persons","249","units","0","v31226569","2.1.132","652","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Both sexes","95 to 99 years","Persons","249","units","0","v31226569","2.1.132","655","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Both sexes","95 to 99 years","Persons","249","units","0","v31226569","2.1.132","695","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Both sexes","95 to 99 years","Persons","249","units","0","v31226569","2.1.132","692","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Both sexes","95 to 99 years","Persons","249","units","0","v31226569","2.1.132","707","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Both sexes","95 to 99 years","Persons","249","units","0","v31226569","2.1.132","761","","","","0"
"2021","Newfoundland and Labrador","2016A000210","Both sexes","95 to 99 years","Persons","249","units","0","v31226569","2.1.132","797","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Both sexes","100 years and over","Persons","249","units","0","v31226575","2.1.138","77","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Both sexes","100 years and over","Persons","249","units","0","v31226575","2.1.138","68","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Both sexes","100 years and over","Persons","249","units","0","v31226575","2.1.138","88","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Both sexes","100 years and over","Persons","249","units","0","v31226575","2.1.138","87","","","","0"
"2014","Newfoundland and Labrador","2016A000210","Both sexes","100 years and over","Persons","249","units","0","v31226575","2.1.138","98","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Both sexes","100 years and over","Persons","249","units","0","v31226575","2.1.138","107","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Both sexes","100 years and over","Persons","249","units","0","v31226575","2.1.138","99","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Both sexes","100 years and over","Persons","249","units","0","v31226575","2.1.138","98","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Both sexes","100 years and over","Persons","249","units","0","v31226575","2.1.138","113","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Both sexes","100 years and over","Persons","249","units","0","v31226575","2.1.138","124","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Both sexes","100 years and over","Persons","249","units","0","v31226575","2.1.138","125","","","","0"
"2021","Newfoundland and Labrador","2016A000210","Both sexes","100 years and over","Persons","249","units","0","v31226575","2.1.138","117","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Males","All ages","Persons","249","units","0","v466984","2.2.1","257473","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Males","All ages","Persons","249","units","0","v466984","2.2.1","259089","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Males","All ages","Persons","249","units","0","v466984","2.2.1","259953","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Males","All ages","Persons","249","units","0","v466984","2.2.1","260496","","","","0"
"2014","Newfoundland and Labrador","2016A000210","Males","All ages","Persons","249","units","0","v466984","2.2.1","261359","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Males","All ages","Persons","249","units","0","v466984","2.2.1","261594","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Males","All ages","Persons","249","units","0","v466984","2.2.1","262513","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Males","All ages","Persons","249","units","0","v466984","2.2.1","261830","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Males","All ages","Persons","249","units","0","v466984","2.2.1","260158","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Males","All ages","Persons","249","units","0","v466984","2.2.1","258929","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Males","All ages","Persons","249","units","0","v466984","2.2.1","257655","","","","0"
"2021","Newfoundland and Labrador","2016A000210","Males","All ages","Persons","249","units","0","v466984","2.2.1","256952","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Males","0 to 4 years","Persons","249","units","0","v467200","2.2.7","12740","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Males","0 to 4 years","Persons","249","units","0","v467200","2.2.7","12741","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Males","0 to 4 years","Persons","249","units","0","v467200","2.2.7","12540","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Males","0 to 4 years","Persons","249","units","0","v467200","2.2.7","12321","","","","0"
"2014","Newfoundland and Labrador","2016A000210","Males","0 to 4 years","Persons","249","units","0","v467200","2.2.7","12172","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Males","0 to 4 years","Persons","249","units","0","v467200","2.2.7","11891","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Males","0 to 4 years","Persons","249","units","0","v467200","2.2.7","11855","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Males","0 to 4 years","Persons","249","units","0","v467200","2.2.7","11784","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Males","0 to 4 years","Persons","249","units","0","v467200","2.2.7","11430","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Males","0 to 4 years","Persons","249","units","0","v467200","2.2.7","10929","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Males","0 to 4 years","Persons","249","units","0","v467200","2.2.7","10492","","","","0"
"2021","Newfoundland and Labrador","2016A000210","Males","0 to 4 years","Persons","249","units","0","v467200","2.2.7","10049","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Males","5 to 9 years","Persons","249","units","0","v467014","2.2.13","12810","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Males","5 to 9 years","Persons","249","units","0","v467014","2.2.13","12895","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Males","5 to 9 years","Persons","249","units","0","v467014","2.2.13","13020","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Males","5 to 9 years","Persons","249","units","0","v467014","2.2.13","13106","","","","0"
"2014","Newfoundland and Labrador","2016A000210","Males","5 to 9 years","Persons","249","units","0","v467014","2.2.13","13172","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Males","5 to 9 years","Persons","249","units","0","v467014","2.2.13","13353","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Males","5 to 9 years","Persons","249","units","0","v467014","2.2.13","13327","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Males","5 to 9 years","Persons","249","units","0","v467014","2.2.13","13032","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Males","5 to 9 years","Persons","249","units","0","v467014","2.2.13","12716","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Males","5 to 9 years","Persons","249","units","0","v467014","2.2.13","12459","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Males","5 to 9 years","Persons","249","units","0","v467014","2.2.13","12041","","","","0"
"2021","Newfoundland and Labrador","2016A000210","Males","5 to 9 years","Persons","249","units","0","v467014","2.2.13","11892","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Males","10 to 14 years","Persons","249","units","0","v467032","2.2.19","14073","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Males","10 to 14 years","Persons","249","units","0","v467032","2.2.19","13885","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Males","10 to 14 years","Persons","249","units","0","v467032","2.2.19","13824","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Males","10 to 14 years","Persons","249","units","0","v467032","2.2.19","13648","","","","0"
"2014","Newfoundland and Labrador","2016A000210","Males","10 to 14 years","Persons","249","units","0","v467032","2.2.19","13649","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Males","10 to 14 years","Persons","249","units","0","v467032","2.2.19","13419","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Males","10 to 14 years","Persons","249","units","0","v467032","2.2.19","13353","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Males","10 to 14 years","Persons","249","units","0","v467032","2.2.19","13306","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Males","10 to 14 years","Persons","249","units","0","v467032","2.2.19","13303","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Males","10 to 14 years","Persons","249","units","0","v467032","2.2.19","13331","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Males","10 to 14 years","Persons","249","units","0","v467032","2.2.19","13483","","","","0"
"2021","Newfoundland and Labrador","2016A000210","Males","10 to 14 years","Persons","249","units","0","v467032","2.2.19","13403","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Males","15 to 19 years","Persons","249","units","0","v467053","2.2.25","15955","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Males","15 to 19 years","Persons","249","units","0","v467053","2.2.25","15458","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Males","15 to 19 years","Persons","249","units","0","v467053","2.2.25","15116","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Males","15 to 19 years","Persons","249","units","0","v467053","2.2.25","14926","","","","0"
"2014","Newfoundland and Labrador","2016A000210","Males","15 to 19 years","Persons","249","units","0","v467053","2.2.25","14711","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Males","15 to 19 years","Persons","249","units","0","v467053","2.2.25","14682","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Males","15 to 19 years","Persons","249","units","0","v467053","2.2.25","14684","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Males","15 to 19 years","Persons","249","units","0","v467053","2.2.25","14590","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Males","15 to 19 years","Persons","249","units","0","v467053","2.2.25","14348","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Males","15 to 19 years","Persons","249","units","0","v467053","2.2.25","14174","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Males","15 to 19 years","Persons","249","units","0","v467053","2.2.25","13893","","","","0"
"2021","Newfoundland and Labrador","2016A000210","Males","15 to 19 years","Persons","249","units","0","v467053","2.2.25","13639","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Males","20 to 24 years","Persons","249","units","0","v467074","2.2.31","16471","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Males","20 to 24 years","Persons","249","units","0","v467074","2.2.31","16614","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Males","20 to 24 years","Persons","249","units","0","v467074","2.2.31","16352","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Males","20 to 24 years","Persons","249","units","0","v467074","2.2.31","16075","","","","0"
"2014","Newfoundland and Labrador","2016A000210","Males","20 to 24 years","Persons","249","units","0","v467074","2.2.31","15843","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Males","20 to 24 years","Persons","249","units","0","v467074","2.2.31","15357","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Males","20 to 24 years","Persons","249","units","0","v467074","2.2.31","15177","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Males","20 to 24 years","Persons","249","units","0","v467074","2.2.31","15110","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Males","20 to 24 years","Persons","249","units","0","v467074","2.2.31","15057","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Males","20 to 24 years","Persons","249","units","0","v467074","2.2.31","15066","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Males","20 to 24 years","Persons","249","units","0","v467074","2.2.31","15272","","","","0"
"2021","Newfoundland and Labrador","2016A000210","Males","20 to 24 years","Persons","249","units","0","v467074","2.2.31","15324","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Males","25 to 29 years","Persons","249","units","0","v467092","2.2.37","15411","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Males","25 to 29 years","Persons","249","units","0","v467092","2.2.37","15593","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Males","25 to 29 years","Persons","249","units","0","v467092","2.2.37","15488","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Males","25 to 29 years","Persons","249","units","0","v467092","2.2.37","15321","","","","0"
"2014","Newfoundland and Labrador","2016A000210","Males","25 to 29 years","Persons","249","units","0","v467092","2.2.37","15232","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Males","25 to 29 years","Persons","249","units","0","v467092","2.2.37","15314","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Males","25 to 29 years","Persons","249","units","0","v467092","2.2.37","15508","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Males","25 to 29 years","Persons","249","units","0","v467092","2.2.37","15362","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Males","25 to 29 years","Persons","249","units","0","v467092","2.2.37","15093","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Males","25 to 29 years","Persons","249","units","0","v467092","2.2.37","14804","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Males","25 to 29 years","Persons","249","units","0","v467092","2.2.37","14369","","","","0"
"2021","Newfoundland and Labrador","2016A000210","Males","25 to 29 years","Persons","249","units","0","v467092","2.2.37","14243","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Males","30 to 34 years","Persons","249","units","0","v467113","2.2.43","15207","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Males","30 to 34 years","Persons","249","units","0","v467113","2.2.43","15143","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Males","30 to 34 years","Persons","249","units","0","v467113","2.2.43","15246","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Males","30 to 34 years","Persons","249","units","0","v467113","2.2.43","15267","","","","0"
"2014","Newfoundland and Labrador","2016A000210","Males","30 to 34 years","Persons","249","units","0","v467113","2.2.43","15293","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Males","30 to 34 years","Persons","249","units","0","v467113","2.2.43","15222","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Males","30 to 34 years","Persons","249","units","0","v467113","2.2.43","15186","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Males","30 to 34 years","Persons","249","units","0","v467113","2.2.43","14964","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Males","30 to 34 years","Persons","249","units","0","v467113","2.2.43","14602","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Males","30 to 34 years","Persons","249","units","0","v467113","2.2.43","14441","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Males","30 to 34 years","Persons","249","units","0","v467113","2.2.43","14419","","","","0"
"2021","Newfoundland and Labrador","2016A000210","Males","30 to 34 years","Persons","249","units","0","v467113","2.2.43","14463","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Males","35 to 39 years","Persons","249","units","0","v467131","2.2.49","17141","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Males","35 to 39 years","Persons","249","units","0","v467131","2.2.49","16823","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Males","35 to 39 years","Persons","249","units","0","v467131","2.2.49","16363","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Males","35 to 39 years","Persons","249","units","0","v467131","2.2.49","16152","","","","0"
"2014","Newfoundland and Labrador","2016A000210","Males","35 to 39 years","Persons","249","units","0","v467131","2.2.49","15947","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Males","35 to 39 years","Persons","249","units","0","v467131","2.2.49","15613","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Males","35 to 39 years","Persons","249","units","0","v467131","2.2.49","15240","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Males","35 to 39 years","Persons","249","units","0","v467131","2.2.49","15030","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Males","35 to 39 years","Persons","249","units","0","v467131","2.2.49","14790","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Males","35 to 39 years","Persons","249","units","0","v467131","2.2.49","14676","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Males","35 to 39 years","Persons","249","units","0","v467131","2.2.49","14540","","","","0"
"2021","Newfoundland and Labrador","2016A000210","Males","35 to 39 years","Persons","249","units","0","v467131","2.2.49","14507","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Males","40 to 44 years","Persons","249","units","0","v467152","2.2.55","19410","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Males","40 to 44 years","Persons","249","units","0","v467152","2.2.55","19168","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Males","40 to 44 years","Persons","249","units","0","v467152","2.2.55","18902","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Males","40 to 44 years","Persons","249","units","0","v467152","2.2.55","18364","","","","0"
"2014","Newfoundland and Labrador","2016A000210","Males","40 to 44 years","Persons","249","units","0","v467152","2.2.55","17969","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Males","40 to 44 years","Persons","249","units","0","v467152","2.2.55","17705","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Males","40 to 44 years","Persons","249","units","0","v467152","2.2.55","17326","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Males","40 to 44 years","Persons","249","units","0","v467152","2.2.55","16558","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Males","40 to 44 years","Persons","249","units","0","v467152","2.2.55","16013","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Males","40 to 44 years","Persons","249","units","0","v467152","2.2.55","15519","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Males","40 to 44 years","Persons","249","units","0","v467152","2.2.55","15012","","","","0"
"2021","Newfoundland and Labrador","2016A000210","Males","40 to 44 years","Persons","249","units","0","v467152","2.2.55","14645","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Males","45 to 49 years","Persons","249","units","0","v467173","2.2.61","21215","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Males","45 to 49 years","Persons","249","units","0","v467173","2.2.61","21019","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Males","45 to 49 years","Persons","249","units","0","v467173","2.2.61","20842","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Males","45 to 49 years","Persons","249","units","0","v467173","2.2.61","20627","","","","0"
"2014","Newfoundland and Labrador","2016A000210","Males","45 to 49 years","Persons","249","units","0","v467173","2.2.61","20234","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Males","45 to 49 years","Persons","249","units","0","v467173","2.2.61","19779","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Males","45 to 49 years","Persons","249","units","0","v467173","2.2.61","19539","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Males","45 to 49 years","Persons","249","units","0","v467173","2.2.61","19167","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Males","45 to 49 years","Persons","249","units","0","v467173","2.2.61","18467","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Males","45 to 49 years","Persons","249","units","0","v467173","2.2.61","17862","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Males","45 to 49 years","Persons","249","units","0","v467173","2.2.61","17309","","","","0"
"2021","Newfoundland and Labrador","2016A000210","Males","45 to 49 years","Persons","249","units","0","v467173","2.2.61","16748","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Males","50 to 54 years","Persons","249","units","0","v467191","2.2.67","21326","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Males","50 to 54 years","Persons","249","units","0","v467191","2.2.67","21436","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Males","50 to 54 years","Persons","249","units","0","v467191","2.2.67","21609","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Males","50 to 54 years","Persons","249","units","0","v467191","2.2.67","21701","","","","0"
"2014","Newfoundland and Labrador","2016A000210","Males","50 to 54 years","Persons","249","units","0","v467191","2.2.67","21853","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Males","50 to 54 years","Persons","249","units","0","v467191","2.2.67","21778","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Males","50 to 54 years","Persons","249","units","0","v467191","2.2.67","21520","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Males","50 to 54 years","Persons","249","units","0","v467191","2.2.67","21134","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Males","50 to 54 years","Persons","249","units","0","v467191","2.2.67","20674","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Males","50 to 54 years","Persons","249","units","0","v467191","2.2.67","20133","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Males","50 to 54 years","Persons","249","units","0","v467191","2.2.67","19600","","","","0"
"2021","Newfoundland and Labrador","2016A000210","Males","50 to 54 years","Persons","249","units","0","v467191","2.2.67","19218","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Males","55 to 59 years","Persons","249","units","0","v467212","2.2.73","20946","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Males","55 to 59 years","Persons","249","units","0","v467212","2.2.73","21179","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Males","55 to 59 years","Persons","249","units","0","v467212","2.2.73","21295","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Males","55 to 59 years","Persons","249","units","0","v467212","2.2.73","21404","","","","0"
"2014","Newfoundland and Labrador","2016A000210","Males","55 to 59 years","Persons","249","units","0","v467212","2.2.73","21439","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Males","55 to 59 years","Persons","249","units","0","v467212","2.2.73","21484","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Males","55 to 59 years","Persons","249","units","0","v467212","2.2.73","21617","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Males","55 to 59 years","Persons","249","units","0","v467212","2.2.73","21600","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Males","55 to 59 years","Persons","249","units","0","v467212","2.2.73","21536","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Males","55 to 59 years","Persons","249","units","0","v467212","2.2.73","21472","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Males","55 to 59 years","Persons","249","units","0","v467212","2.2.73","21265","","","","0"
"2021","Newfoundland and Labrador","2016A000210","Males","55 to 59 years","Persons","249","units","0","v467212","2.2.73","20897","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Males","60 to 64 years","Persons","249","units","0","v467230","2.2.79","18916","","","","0"
"2011","Newfoundland and Labrador","2016A000210","Males","60 to 64 years","Persons","249","units","0","v467230","2.2.79","19392","","","","0"
